timestamp,price,market_cap,volume
2024-07-10,3098.233921592117,372757062257.49725,14178816619.125704
2024-07-11,3102.7201036700703,372912536892.88074,15347305255.528564
2024-07-12,3126.5677064878296,376056462190.4535,12581719142.560642
2024-07-13,3198.2496522582283,383715194009.85565,7536200239.574875
2024-07-14,3245.994284341443,390219559679.21,10130388173.191845
2024-07-15,3474.10515104405,417649796390.6823,17634412427.06226
2024-07-16,3430.8207366253755,412095582918.20245,19330184871.939754
2024-07-17,3392.1956315370717,408142622377.4548,14039062691.206911
2024-07-18,3408.135271658353,409774824328.20215,15312993127.104006
